error_message,input_borough,input_hnum,input_street,uid
ADDRESS NUMBER OUT OF RANGE ,Staten Island,123,3 STREET,500812230
ADDRESS NUMBER OUT OF RANGE ,Staten Island,590,PAGE AVENUE,500821239
ADDRESS NUMBER OUT OF RANGE ,Bronx,1601,ADEE AVENUE,201112875
ADDRESS NUMBER OUT OF RANGE ,Manhattan,86A,NASSAU STREET,104587289
ADDRESS NUMBER OUT OF RANGE ,Staten Island,266,WILD AVENUE,520305875
ADDRESS NUMBER OUT OF RANGE ,Queens,83-29 GAR,BRITTON AVENUE,421251148
ADDRESS NUMBER OUT OF RANGE ,Queens,59-35GAR,MENAHAN ST,421216311
ADDRESS NUMBER OUT OF RANGE ,Queens,100-15,199 STREET,401546001
ADDRESS NUMBER OUT OF RANGE ,Queens,6-18,COLLEGE POINT BOULEVARD,420349563
ADDRESS NUMBER OUT OF RANGE ,Queens,25-17,23 STREET,420892519
ADDRESS NUMBER OUT OF RANGE ,Queens,62-92,WOODHAVEN BOULEVARD,420949843
ADDRESS NUMBER OUT OF RANGE ,Queens,172-08,93 AVENUE,401617540
ADDRESS NUMBER OUT OF RANGE ,Queens,123-24,LAX AVENUE,402453670
ADDRESS NUMBER OUT OF RANGE ,Queens,359A,BEACH 43 STREET,401534434
ADDRESS NUMBER OUT OF RANGE ,Queens,145-11,33RD AVENUE,420015272
ADDRESS NUMBER OUT OF RANGE ,Queens,86-22,CORONA AVENUE,402280535
ADDRESS NUMBER OUT OF RANGE ,Queens,36-14,193 STREET,402424211
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,881,VAN SICLEN AVENUE,310196141
ADDRESS NUMBER OUT OF RANGE ,Staten Island,712,PORT RICHMOND AVENUE,500524186
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,9514,AVENUE M,301904330
ADDRESS NUMBER OUT OF RANGE ,Staten Island,78,VAN NAME AVENUE,500681639
ADDRESS NUMBER OUT OF RANGE ,Staten Island,366,UNION AVENUE,500698168
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,877,VAN SICLEN AVENUE,310196123
ADDRESS NUMBER OUT OF RANGE ,Manhattan,844,WASHINGTON STREET,120942347
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,77,STARR STREET,301571680
ADDRESS NUMBER OUT OF RANGE ,Queens,150-54,JEWELS ROAD,402629795
ADDRESS NUMBER OUT OF RANGE ,Staten Island,86,MILLS AVENUE,500523276
ADDRESS NUMBER OUT OF RANGE ,Staten Island,194,SPRAGUE AVENUE,500445734
ADDRESS NUMBER OUT OF RANGE ,Staten Island,233,SHARROTT AVENUE,500412270
ADDRESS NUMBER OUT OF RANGE ,Staten Island,434,BRADLEY AVENUE,500749201
ADDRESS NUMBER OUT OF RANGE ,Queens,325A,BEACH 101 STREET,402167677
ADDRESS NUMBER OUT OF RANGE ,Bronx,1634,LIBRARY AVENUE,220683106
ADDRESS NUMBER OUT OF RANGE ,Queens,426,BEACH 72 STREET,402039799
ADDRESS NUMBER OUT OF RANGE ,Queens,155,BEACH 67 STREET,402642869
ADDRESS NUMBER OUT OF RANGE ,Staten Island,428G,GANSEVOORT BOULEVARD,520204920
ADDRESS NUMBER OUT OF RANGE ,Staten Island,6,JOHNSON STREET,500841841
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1410,EAST 45 STREET,302172253
ADDRESS NUMBER OUT OF RANGE. CORRECT DIGITS OR TRY 3 OR 303 ,Queens,3-03,BEACH 84 STREET,410139595
ADDRESS NUMBER OUT OF RANGE ,Queens,246-06,63 AVENUE,402119934
ADDRESS NUMBER OUT OF RANGE ,Bronx,4461,WHITE PLAINS ROAD,200979450
ADDRESS NUMBER OUT OF RANGE ,Staten Island,496,DELAFIELD AVENUE,500757246
ADDRESS NUMBER OUT OF RANGE ,Staten Island,51GAR,KISSAM AVENUE,520188163
ADDRESS NUMBER OUT OF RANGE ,Staten Island,25,MACKAY AVENUE,500567273
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,11,KENILWORTH PLACE,301954570
ADDRESS NUMBER OUT OF RANGE ,Queens,488,WOODWARD AVENUE,401480385
ADDRESS NUMBER OUT OF RANGE ,Bronx,2808 GARAGE,JEROME AVENUE,220353347
ADDRESS NUMBER OUT OF RANGE ,Manhattan,529,WEST 28TH ST,120561374
ADDRESS NUMBER OUT OF RANGE ,Queens,169-23,90 AVENUE,402257712
ADDRESS NUMBER OUT OF RANGE ,Queens,107-02,SPRINGFIELD BOULEVARD,402255162
ADDRESS NUMBER OUT OF RANGE ,Queens,209-02,38 AVENUE,421659440
ADDRESS NUMBER OUT OF RANGE ,Queens,84-80,127 STREET,401956941
ADDRESS NUMBER OUT OF RANGE ,Queens,24-01,BROOKHAVEN AVENUE,401058546
ADDRESS NUMBER OUT OF RANGE ,Queens,112-22,ROOSEVELT AVENUE,420803054
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,70,87TH STREET,321407713
ADDRESS NUMBER OUT OF RANGE ,Bronx,441D,EAST FORDHAM ROAD,200931769
ADDRESS NUMBER OUT OF RANGE ,Staten Island,88,ST ALBANS PLACE,500753712
ADDRESS NUMBER OUT OF RANGE ,Queens,39-06,52ND STREET,420127286
ADDRESS NUMBER OUT OF RANGE ,Queens,177-33,ROCKAWAY BLVD,420272118
ADDRESS NUMBER OUT OF RANGE ,Staten Island,55,MARKHAM ROAD,500863853
ADDRESS NUMBER OUT OF RANGE ,Queens,2-05,27 AVENUE,402283168
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,187,JOHNSON AVENUE,321514161
ADDRESS NUMBER OUT OF RANGE ,Staten Island,108,GIFFORDS LANE,510047138
ADDRESS NUMBER OUT OF RANGE ,Staten Island,2,PAGE AVENUE,500664523
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2189,FLATBUSH AVENUE,320690579
ADDRESS NUMBER OUT OF RANGE ,Staten Island,376,BADEN PLACE,520196396
ADDRESS NUMBER OUT OF RANGE ,Manhattan,664,WEST 125 STREET,104471769
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,467,DEAN STREET,320119322
ADDRESS NUMBER OUT OF RANGE ,Queens,86-38,BROADWAY,401482249
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,5706GAR,18 AVENUE,320827209
ADDRESS NUMBER OUT OF RANGE ,Staten Island,233,SHARROTT AVENUE,500412261
ADDRESS NUMBER OUT OF RANGE ,Queens,2890F,REVIEW AVENUE,421417577
ADDRESS NUMBER OUT OF RANGE ,Staten Island,952,OLYMPIA BLVD,520222330
ADDRESS NUMBER OUT OF RANGE ,Queens,20-18 GAR,125 STREET,421266515
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,72-76,GRAND AVENUE,302291767
ADDRESS NUMBER OUT OF RANGE ,Queens,325A,BEACH 101 STREET,402167640
ADDRESS NUMBER OUT OF RANGE ,Queens,88-02,102 STREET,402222242
ADDRESS NUMBER OUT OF RANGE ,Queens,361A,BEACH 43 STREET,401534425
ADDRESS NUMBER OUT OF RANGE ,Staten Island,413,BRADLEY AVENUE,500661090
ADDRESS NUMBER OUT OF RANGE ,Queens,37-57,75 STREET,402400978
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2543,W 17 STREET,321756417
ADDRESS NUMBER OUT OF RANGE ,Queens,80-18,COOPER AVENUE,401823988
ADDRESS NUMBER OUT OF RANGE ,Staten Island,243,VAN DUZER STREET,520366023
ADDRESS NUMBER OUT OF RANGE ,Queens,179-14,80 DRIVE,401425739
ADDRESS NUMBER OUT OF RANGE ,Queens,2-05,27 AVENUE,402282588
ADDRESS NUMBER OUT OF RANGE ,Queens,137-04,160 STREET,402094586
ADDRESS NUMBER OUT OF RANGE ,Staten Island,389,RIDGEWOOD AVENUE,500709290
ADDRESS NUMBER OUT OF RANGE ,Queens,30-87,32 STREET,402675734
ADDRESS NUMBER OUT OF RANGE ,Bronx,2323,SEWARD AVENUE,220545364
ADDRESS NUMBER OUT OF RANGE ,Staten Island,144,DUNHAM STREET,520135700
ADDRESS NUMBER OUT OF RANGE ,Bronx,1857 GAR,BRONXDALE AVENUE,220380898
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,117,METROPOLITAN AVENUE,321079514
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2169 GAR,WEST 13TH STREET,321431517
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,410,LEXINGTON AVE,320592765
ADDRESS NUMBER OUT OF RANGE ,Staten Island,102,MAPLE PARKWAY,520364490
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,663,64 STREET,301266644
ADDRESS NUMBER OUT OF RANGE ,Staten Island,133,RIDGEWOOD AVENUE,500508989
ADDRESS NUMBER OUT OF RANGE ,Queens,73-02,PARSONS BOULEVARD,402543752
ADDRESS NUMBER OUT OF RANGE ,Staten Island,150,BURKE AVENUE,520162314
ADDRESS NUMBER OUT OF RANGE ,Staten Island,1092,POST AVENUE,520018212
ADDRESS NUMBER OUT OF RANGE ,Staten Island,366,UNION AVENUE,500698159
ADDRESS NUMBER OUT OF RANGE ,Queens,108-20,ROOSEVELT AVENUE,421148877
ADDRESS NUMBER OUT OF RANGE ,Staten Island,520 1/2,BEDFORD AVENUE,500623587
ADDRESS NUMBER OUT OF RANGE ,Queens,179-05,LINDEN BOULEVARD,410056816
ADDRESS NUMBER OUT OF RANGE ,Staten Island,4362,VICTORY BOULEVARD,500908351
ADDRESS NUMBER OUT OF RANGE ,Bronx,5104,POST ROAD,200864190
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,355 GARAGE,PRESIDENT STREET,321436594
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,347,TROY AVENUE,302239414
ADDRESS NUMBER OUT OF RANGE ,Queens,39-54 GAR,222 STREET,421160530
ADDRESS NUMBER OUT OF RANGE ,Queens,116-63,FARMERS BOULEVARD,401826244
ADDRESS NUMBER OUT OF RANGE ,Bronx,664,CITY ISLAND AVENUE,220410302
ADDRESS NUMBER OUT OF RANGE ,Bronx,543,EAST 181 STREET,220603504
ADDRESS NUMBER OUT OF RANGE ,Manhattan,649,WEST 59 STREET,104904365
ADDRESS NUMBER OUT OF RANGE ,Queens,70-27,80 STREET,401804437
ADDRESS NUMBER OUT OF RANGE ,Queens,101-06,LIBERTY AVE,420145417
ADDRESS NUMBER OUT OF RANGE ,Queens,160-17,72 AVENUE,402545698
ADDRESS NUMBER OUT OF RANGE ,Queens,129-20,145 STREET,402163234
ADDRESS NUMBER OUT OF RANGE ,Queens,87-01,KINGSTON PLACE,401694868
ADDRESS NUMBER OUT OF RANGE ,Queens,151,BEACH 67 STREET,402642850
ADDRESS NUMBER OUT OF RANGE ,Queens,17-20,STEINWAY STREET,421084793
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,363,UNION AVENUE,301285874
ADDRESS NUMBER OUT OF RANGE ,Queens,114-19,TAIPEI COURT,401594985
ADDRESS NUMBER OUT OF RANGE ,Bronx,103,PEROT STREET,201104214
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1067,52 STREET,301022186
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,7815GARAGE,NARROWS AVENUE,321091297
ADDRESS NUMBER OUT OF RANGE ,Staten Island,144,CAMPUS ROAD,500821293
ADDRESS NUMBER OUT OF RANGE ,Staten Island,31,HALL AVENUE,500405171
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,203 GARAGE,QUINCY STREET,321231591
ADDRESS NUMBER OUT OF RANGE ,Staten Island,277,DEWEY AVENUE,500434862
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,705,HART STREET,321367837
ADDRESS NUMBER OUT OF RANGE ,Queens,325A,BEACH 101 STREET,402167659
ADDRESS NUMBER OUT OF RANGE ,Staten Island,57,FLETCHER ST.,520366247
ADDRESS NUMBER OUT OF RANGE ,Queens,150-39,JEWELS ROAD,402629134
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,129B,DEGRAW STREET,302052347
ADDRESS NUMBER OUT OF RANGE ,Bronx,1407,WEBSTER AVENUE,200663852
ADDRESS NUMBER OUT OF RANGE ,Bronx,1451 GAR,NEEDHAM AVENUE,220484321
ADDRESS NUMBER OUT OF RANGE ,Queens,28-90A,REVIEW AVENUE,421404572
ADDRESS NUMBER OUT OF RANGE ,Queens,29-44,NORTHERN BOULEVARD,420597376
ADDRESS NUMBER OUT OF RANGE ,Queens,84-24GAR,247 STREET,421306134
THIS STREET HAS NO ADDRESSES ,Queens,133-48,STONE RIDGE LANE,401952847
ADDRESS NUMBER OUT OF RANGE ,Staten Island,127,WEST CEDARVIEW AVENUE,500835233
ADDRESS NUMBER OUT OF RANGE ,Staten Island,2977,HYLAN BLVD,520052148
ADDRESS NUMBER OUT OF RANGE ,Queens,35-37,PRINCE STREET,402138986
'TESTING AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Manhattan,111,TESTING AVENUE,127000341
ADDRESS NUMBER OUT OF RANGE ,Staten Island,347,VAN NAME AVENUE,500635976
ADDRESS NUMBER OUT OF RANGE ,Queens,28-90E,REVIEW AVENUE,421404714
ADDRESS NUMBER OUT OF RANGE ,Bronx,583,COURTLANDT AVENUE,220407913
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,273,WORTMAN AVENUE,310231460
ADDRESS NUMBER OUT OF RANGE ,Staten Island,2493,ARTHUR KILL ROAD,510028257
'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. ,Queens,1725,VILLAGE LANE,420663712
ROCKAWAY POINT BOULEVARD IS AN INVALID STREET NAME FOR THIS LOCATION ,Queens,180-04,ROCKAWAY POINT BLVD,421188896
THIS STREET HAS NO ADDRESSES ,Staten Island,20,MARINO BLVD,500413634
THIS STREET HAS NO ADDRESSES ,Staten Island,11,GARRAYS CIRCLE,500413607
THIS STREET HAS NO ADDRESSES ,Bronx,491,FLETCHER STREET,201123186
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Bronx,642,ST ANN''S AVENUE,200712247
'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Staten Island,190,ST. MARY''S AVE,520337154
ADDRESS NUMBER OUT OF RANGE ,Queens,86-33,MARENGO STREET,402515051
ADDRESS NUMBER OUT OF RANGE ,Queens,160-39,10 AVENUE,402252548
ADDRESS NUMBER OUT OF RANGE ,Bronx,1046,EDGEWATER ROAD,201007258
ADDRESS NUMBER OUT OF RANGE ,Bronx,27,CITY ISLAND AVENUE,210046092
ADDRESS NUMBER OUT OF RANGE ,Bronx,3311,3 AVENUE,200791125
THIS STREET HAS NO ADDRESSES ,Queens,135-43,STONE RIDGE LANE,401952311
THIS STREET HAS NO ADDRESSES ,Queens,135-39,STONE RIDGE LANE,401952320
THIS STREET HAS NO ADDRESSES ,Queens,135-35,STONE RIDGE LANE,401952339
THIS STREET HAS NO ADDRESSES ,Queens,135-31,STONE RIDGE LANE,401952348
THIS STREET HAS NO ADDRESSES ,Queens,135-29,STONE RIDGE LANE,401952357
THIS STREET HAS NO ADDRESSES ,Queens,135-25,STONE RIDGE LANE,401952366
THIS STREET HAS NO ADDRESSES ,Queens,135-23,STONE RIDGE LANE,401952375
THIS STREET HAS NO ADDRESSES ,Queens,135-19,STONE RIDGE LANE,401952384
THIS STREET HAS NO ADDRESSES ,Queens,135-11,STONE RIDGE LANE,401952400
THIS STREET HAS NO ADDRESSES ,Queens,135-09,STONE RIDGE LANE,401952419
THIS STREET HAS NO ADDRESSES ,Queens,133-55,STONE RIDGE LANE,401952446
THIS STREET HAS NO ADDRESSES ,Queens,135-46,STONE RIDGE LANE,401952455
THIS STREET HAS NO ADDRESSES ,Queens,135-44,STONE RIDGE LANE,401952464
THIS STREET HAS NO ADDRESSES ,Queens,135-40,STONE RIDGE LANE,401952473
THIS STREET HAS NO ADDRESSES ,Queens,135-28,STONE RIDGE LANE,401952516
THIS STREET HAS NO ADDRESSES ,Queens,135-24,STONE RIDGE LANE,401952525
THIS STREET HAS NO ADDRESSES ,Queens,135-22,STONE RIDGE LANE,401952534
THIS STREET HAS NO ADDRESSES ,Queens,135-18,STONE RIDGE LANE,401952543
THIS STREET HAS NO ADDRESSES ,Queens,135-16,STONE RIDGE LANE,401952552
THIS STREET HAS NO ADDRESSES ,Queens,135-12,STONE RIDGE LANE,401952561
THIS STREET HAS NO ADDRESSES ,Queens,135-10,STONE RIDGE LANE,401952570
THIS STREET HAS NO ADDRESSES ,Queens,135-06,STONE RIDGE LANE,401952589
THIS STREET HAS NO ADDRESSES ,Queens,135-04,STONE RIDGE LANE,401952598
THIS STREET HAS NO ADDRESSES ,Queens,135-29,SPRING HILL LANE,401952605
THIS STREET HAS NO ADDRESSES ,Queens,135-27,SPRING HILL LANE,401952614
THIS STREET HAS NO ADDRESSES ,Queens,135-23,SPRING HILL LANE,401952623
THIS STREET HAS NO ADDRESSES ,Queens,135-21,SPRING HILL LANE,401952632
THIS STREET HAS NO ADDRESSES ,Queens,135-17,SPRING HILL LANE,401952641
THIS STREET HAS NO ADDRESSES ,Queens,135-15,SPRING HILL LANE,401952650
THIS STREET HAS NO ADDRESSES ,Queens,135-11,SPRING HILL LANE,401952669
THIS STREET HAS NO ADDRESSES ,Queens,133-37,SPRING HILL LANE,401952749
ADDRESS NUMBER OUT OF RANGE ,Queens,325A,BEACH 101 STREET,402167668
ADDRESS NUMBER OUT OF RANGE ,Queens,150-62,JEWELS ROAD,402629811
ADDRESS NUMBER OUT OF RANGE ,Staten Island,21,MACKAY AVENUE,500567282
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,9310,AVENUE D,301910029
ADDRESS NUMBER OUT OF RANGE ,Queens,152-13,88 AVENUE,402013432
ADDRESS NUMBER OUT OF RANGE ,Staten Island,12,MAXMILLAN COURT,510001052
ADDRESS NUMBER OUT OF RANGE ,Queens,160-39,10 AVENUE,402252557
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,875,VAN SICLEN AVENUE,310196114
ADDRESS NUMBER OUT OF RANGE ,Staten Island,61,QUINLAN AVENUE,500462199
ADDRESS NUMBER OUT OF RANGE ,Bronx,583,JACKSON AVENUE,200998885
ADDRESS NUMBER OUT OF RANGE ,Staten Island,4906A,ARTHUR KILL ROAD,500659726
ADDRESS NUMBER OUT OF RANGE ,Queens,57-69,MAZEAU STREET,410002606
ADDRESS NUMBER OUT OF RANGE ,Queens,150-18,JEWELS ROAD,402631489
ADDRESS NUMBER OUT OF RANGE ,Staten Island,41,SHIELDS PLACE,500412706
ADDRESS NUMBER OUT OF RANGE ,Staten Island,780,SURF AVENUE,500665210
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1065,52 STREET,301022195
 ,Staten Island,123,NORTH ST. AUSTINS PLACE,520213368
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Manhattan,1,TEST STREET,166600110
ADDRESS NUMBER OUT OF RANGE ,Queens,2-05,27 AVENUE,402282597
'GREENE AVENNUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Brooklyn,317,GREENE AVENNUE,302048013
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,113,METROPOLITAN AVENUE,321079523
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,210,VANDERBILT AVENUE,301069386
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,3220A,GLENWOOD ROAD,302054327
ADDRESS NUMBER OUT OF RANGE ,Queens,37-57,75 STREET,402400987
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,3009GAR,AVENUE I,321547000
ADDRESS NUMBER OUT OF RANGE ,Queens,126-06,LOCUST MANOR LANE,402400656
ADDRESS NUMBER OUT OF RANGE ,Queens,32-17,LINDEN BLVD,401730793
ADDRESS NUMBER OUT OF RANGE ,Queens,38-15,138TH STREET,410186427
ADDRESS NUMBER OUT OF RANGE ,Staten Island,70,WAYNE COURT,500864004
'NICHILAS AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Staten Island,289,NICHILAS AVE,500607827
'WEED ST' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. ,Staten Island,66,WEED ST,500759422
ADDRESS NUMBER OUT OF RANGE ,Staten Island,147,STIEG AVENUE,500787295
ADDRESS NUMBER OUT OF RANGE ,Staten Island,3069,VETERANS ROAD WEST,500779561
ADDRESS NUMBER OUT OF RANGE ,Staten Island,117,EATON PLACE,510037229
ADDRESS NUMBER OUT OF RANGE ,Queens,150-47,JEWELS ROAD,402631808
'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. ,Queens,1701,VILLAGE LANE,420663570
ADDRESS NUMBER OUT OF RANGE ,Queens,112-06,64 AVENUE,401814202
ADDRESS NUMBER OUT OF RANGE ,Queens,150-34,JEWELS ROAD,402631522
ADDRESS NUMBER OUT OF RANGE ,Queens,150-38,JEWELS ROAD,402631531
ADDRESS NUMBER OUT OF RANGE ,Queens,61-24,61 ROAD,410042555
THIS STREET HAS NO ADDRESSES ,Queens,42-16,WEST STREET,410065405
THIS STREET HAS NO ADDRESSES ,Staten Island,218,GARRAYS CIRCLE,500434176
'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Staten Island,209,ST MARY''S AVENUE,500496260
ADDRESS NUMBER OUT OF RANGE ,Staten Island,148,NORMA PLACE,500564445
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Staten Island,434,O''GORMAN AVENUE,500622891
ADDRESS NUMBER OUT OF RANGE ,Queens,822,GREENWOOD COURT,410079098
ADDRESS NUMBER OUT OF RANGE ,Manhattan,435,12 AVENUE,120012850
ADDRESS NUMBER OUT OF RANGE ,Staten Island,50,THE CIRCLE,520138388
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,640,PACIFIC STREET,302365535
ADDRESS NUMBER OUT OF RANGE ,Queens,239-07,86 AVENUE,401857638
'BKN QUEENS EXPRESSWAY' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Queens,64-21,BKN QUEENS EXPRESSWAY,402032778
'AVENUE ''I''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Brooklyn,719,AVENUE ''I'',321546261
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,917,HENDRIX PLACE,310231175
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,194 GARAGE,HAWTHORNE STREET,321276659
ADDRESS NBR 212-15 REA  HAS AN EMBEDDED BLANK. ,Queens,212-15 REA,94TH AVENUE,421252771
'BRONXWOOD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Bronx,3821,BRONXWOOD,220111279
'ST MARK''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Manhattan,8,ST MARK''S PLACE,104586663
'WATKINS AVE' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. ,Brooklyn,480,WATKINS AVE,301370022
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1,BELL SLIP,321385498
'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Staten Island,194,ST MARY''S AVENUE,520356962
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,387,CLARKSON AVENUE,302096229
ADDRESS NUMBER OUT OF RANGE ,Queens,952,BAYSIDE WALK,402103772
THIS STREET HAS NO ADDRESSES ,Queens,248-18,SUNRISE HIGHWAY,420602903
THIS STREET HAS NO ADDRESSES ,Staten Island,208,GARRAYS CIRCLE,500434210
ADDRESS NUMBER OUT OF RANGE ,Queens,149-06,BARCLAY AVE,420072726
ADDRESS NUMBER OUT OF RANGE ,Staten Island,5,ROSS LANE,520009936
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Staten Island,412,O''GORMAN AVENUE,500690148
ADDRESS NUMBER OUT OF RANGE ,Staten Island,15,TALARICO COURT,500749229
ADDRESS NUMBER OUT OF RANGE ,Staten Island,17,TALARICO COURT,500749256
ADDRESS NUMBER OUT OF RANGE ,Staten Island,22,SAVIN COURT,500639990
ADDRESS NUMBER OUT OF RANGE ,Queens,81-10,SHORE PARKWAY,410022390
ADDRESS NUMBER OUT OF RANGE ,Queens,182-25,EASTERN ROAD,410076803
ADDRESS NUMBER OUT OF RANGE ,Queens,824,GREENWOOD COURT,410079187
'AVENUE ''O''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Brooklyn,1721,AVENUE ''O'',310199157
ADDRESS NUMBER OUT OF RANGE ,Queens,37-52,72ND STREET,421046950
THIS STREET HAS NO ADDRESSES ,Staten Island,106,BENEDET CIRCLE,500434247
THIS STREET HAS NO ADDRESSES ,Staten Island,15A,PICARDOS LANE,500434096
ADDRESS NUMBER OUT OF RANGE ,Queens,217-21,112 ROAD,421306688
'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Brooklyn,564,ST. JOHN''S PLACE,310233841
'ST MARK''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Manhattan,19,ST MARK''S PLACE,103052713
ADDRESS NUMBER OUT OF RANGE ,Bronx,1052,EDGEWATER ROAD,201008854
ADDRESS NUMBER OUT OF RANGE ,Staten Island,44,TARGEE STREET,500657452
ADDRESS NUMBER OUT OF RANGE ,Staten Island,70,SUMMIT STREET,500875323
ADDRESS NUMBER OUT OF RANGE ,Queens,188-05,PINEVILLE LANE,402481658
ADDRESS NUMBER OUT OF RANGE ,Queens,126-08,LOCUST MANOR LANE,402400665
THIS STREET HAS NO ADDRESSES ,Queens,131-49,VINTAGE COURT,401647152
ADDRESS NUMBER OUT OF RANGE ,Staten Island,54,BROOKSIDE LOOP,500403609
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2872A,86 STREET,301105337
ADDRESS NUMBER OUT OF RANGE ,Manhattan,915,2 AVENUE,104614133
ADDRESS NUMBER OUT OF RANGE ,Bronx,1661,BURKE AVENUE,201052181
ADDRESS NUMBER OUT OF RANGE ,Bronx,1453,BAY SHORE AVENUE,200995174
ADDRESS NUMBER OUT OF RANGE ,Bronx,813A,GARRISON AVENUE,201038643
ADDRESS NUMBER OUT OF RANGE ,Bronx,1130,REVERE AVENUE,201114604
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2398,STILLWELL AVENUE,301077750
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,771,40 STREET,301110688
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,963F,KENT AVENUE,301749669
THIS STREET HAS NO ADDRESSES ,Queens,2524,ROBIN ROAD,402021423
ADDRESS NUMBER OUT OF RANGE ,Bronx,1671,BURKE AVENUE,201052163
'BISTEST ST' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. ,Manhattan,1,BISTEST ST,166001357
ADDRESS NUMBER OUT OF RANGE ,Queens,132-33,41 ROAD,401820632
ADDRESS NUMBER OUT OF RANGE ,Queens,97-36,132 STREET,410089247
THIS STREET HAS NO ADDRESSES ,Staten Island,27,MARINO BLVD,500442032
ADDRESS NUMBER OUT OF RANGE ,Staten Island,600,PAGE AVENUE,500652322
ADDRESS NUMBER OUT OF RANGE ,Bronx,4463,WHITE PLAINS ROAD,200979441
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Manhattan,1,TEST STREET,127000298
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Manhattan,1,TEST STREET,150000030
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2771,FULTON STREET,302053649
ADDRESS NUMBER OUT OF RANGE ,Queens,15,EAST 1 ROAD,420908986
