error_message,input_borough,input_hnum,input_street,uid
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1292,ST MARK''S AVENUE,302347155
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,7309,SPINNAKER DRIVE,401513796
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,636,ANNAPOLIS STREET,410024138
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6618,SURF AVENUE,410231734
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,313,HILLSIDE AVENUE,421050720
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN DELETED,Queens,60-02,BLEECKER STREET,421060693
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,423,O''GORMAN AVENUE,500860320
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,913,PIERCE AVE,220614182
'MITCHEL COURT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'MITCHEL COURT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Staten Island,39,MITCHEL COURT,500502066
'E. TREMONT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'E. TREMONT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Bronx,423,E. TREMONT,220057738
'SNEDIKDER AVENUE' NOT RECOGNIZED. IS IT 'SNEDIKER AVENUE'? 'SNEDIKDER AVENUE' NOT RECOGNIZED. IS IT 'SNEDIKER AVENUE'?,Brooklyn,418,SNEDIKDER AVENUE,321184099
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,182-11,EASTERN ROAD,410076796
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,21,MCGEE LANE,520099330
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,180-62,42 ST,401505858
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,718,MORSE COURT,401746679
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-54,JEWELS ROAD,402629795
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,25,MACKAY AVENUE,500567273
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-39,JEWELS ROAD,402629134
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-48,STONE RIDGE LANE,401952847
'TESTING AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TESTING AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,111,TESTING AVENUE,127000341
'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Queens,1725,VILLAGE LANE,420663712
ROCKAWAY POINT BOULEVARD IS AN INVALID STREET NAME FOR THIS LOCATION ROCKAWAY POINT BOULEVARD IS AN INVALID STREET NAME FOR THIS LOCATION,Queens,180-04,ROCKAWAY POINT BLVD,421188896
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,20,MARINO BLVD,500413634
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,11,GARRAYS CIRCLE,500413607
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Bronx,491,FLETCHER STREET,201123186
'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,642,ST ANN''S AVENUE,200712247
'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,190,ST. MARY''S AVE,520337154
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Brooklyn,487,SCHROEDERS AVENUE,321187755
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,250,AVIDITA PLACE,520267899
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,441,FOURBERIE LANE,520266550
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,355,FOURBERIE LANE,520266872
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,383,FOURBERIE LANE,520266747
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,431,FOURBERIE LANE,520266596
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,270,AVIDITA PLACE,520267808
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-44,BAY LANE,421543011
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,7,SAVONA COURT,520201111
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,105,RIDGEWAY AVENUE,520191907
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,372,FOURBERIE LANE,520267522
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,257,AVIDITA PLACE,520267309
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,221,AVIDITA PLACE,520267149
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,118,CUPIDITY DRIVE,520266346
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1046,EDGEWATER ROAD,201007258
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-16,BAY LANE,421542913
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,375,FOURBERIE LANE,520266783
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-43,STONE RIDGE LANE,401952311
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-39,STONE RIDGE LANE,401952320
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-35,STONE RIDGE LANE,401952339
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-31,STONE RIDGE LANE,401952348
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-29,STONE RIDGE LANE,401952357
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-25,STONE RIDGE LANE,401952366
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-23,STONE RIDGE LANE,401952375
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-19,STONE RIDGE LANE,401952384
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-11,STONE RIDGE LANE,401952400
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-09,STONE RIDGE LANE,401952419
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-55,STONE RIDGE LANE,401952446
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-46,STONE RIDGE LANE,401952455
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-44,STONE RIDGE LANE,401952464
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-40,STONE RIDGE LANE,401952473
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-28,STONE RIDGE LANE,401952516
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-24,STONE RIDGE LANE,401952525
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-22,STONE RIDGE LANE,401952534
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-18,STONE RIDGE LANE,401952543
DUPLICATE ADDRESS-USE VAN WYCK EXPWY S OZONE PRK OR WHITESTONE EXPWY FLUSHING ,Queens,133-24,VAN WYCK EXPRESSWAY,402424293
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-16,STONE RIDGE LANE,401952552
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-12,STONE RIDGE LANE,401952561
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-10,STONE RIDGE LANE,401952570
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-06,STONE RIDGE LANE,401952589
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-04,STONE RIDGE LANE,401952598
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-29,SPRING HILL LANE,401952605
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-27,SPRING HILL LANE,401952614
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-23,SPRING HILL LANE,401952623
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-21,SPRING HILL LANE,401952632
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-17,SPRING HILL LANE,401952641
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-15,SPRING HILL LANE,401952650
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,135-11,SPRING HILL LANE,401952669
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,44,TORRICE LOOP,520291032
ADDRESS NUMBER OUT OF RANGE ,Staten Island,64,SPRUCE STREET,500657924
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,15,FROSINONE LANE,520290961
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,43,TORRICE LOOP,520291005
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,146-34,PLEASANT PLACE,421062735
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421644867
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421636714
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Bronx,2,MAYA DRIVE,200856350
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-37,SPRING HILL LANE,401952749
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-62,JEWELS ROAD,402629811
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,21,MACKAY AVENUE,500567282
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,45,TORRICE LOOP,520291014
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,41,ALLEGRO STREET,520299105
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,10,MAXMILLAN CT,520047271
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,116,CUPIDITY DRIVE,520266355
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-42,BAY LANE,421542986
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,306,PROSPECT AVENUE,520100907
ADDRESS NUMBER OUT OF RANGE LOT HAS MORE ITEMS THAN LISTED,Staten Island,2800B,VICTORY BOULEVARD,520296778
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,150-93,CLINTONVILLE COURT,420555474
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,76,CUPIDITY DRIVE,520267728
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,16,FROSINONE LANE,520290970
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,45,ALLEGRO STREET,520299098
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,12,MAXMILLAN COURT,510001052
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421644858
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,232,AVIDITA PLACE,520267979
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,223,AVIDITA PLACE,520267158
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,7,NELLO COURT,520367264
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,253,AVIDITA PLACE,520267283
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,357,FOURBERIE LANE,520266863
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-18,JEWELS ROAD,402631489
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,17,MACKAY AVENUE,500567291
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,41,SHIELDS PLACE,500412706
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,7A,CEDAR GROVE BEACH PLACE,520092006
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,361,FOURBERIE LANE,520266845
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,780,SURF AVENUE,500665210
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,234,AVIDITA PLACE,520267960
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,387,FOURBERIE LANE,520266738
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,377,FOURBERIE LANE,520266774
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,433,FOURBERIE LANE,520266587
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,166600110
'GREENE AVENNUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'GREENE AVENNUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,317,GREENE AVENNUE,302048013
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,32-17,LINDEN BLVD,401730793
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,38-15,138TH STREET,410186427
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,70,WAYNE COURT,500864004
'NICHILAS AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'NICHILAS AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,289,NICHILAS AVE,500607827
'WEED ST' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'WEED ST' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Staten Island,66,WEED ST,500759422
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,147,STIEG AVENUE,500787295
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,274,AVIDITA PLACE,520267791
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,3069,VETERANS ROAD WEST,500779561
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,117,EATON PLACE,510037229
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-47,JEWELS ROAD,402631808
'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Queens,1701,VILLAGE LANE,420663570
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Staten Island,23,SAVONA COURT,520140384
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,26,MCGEE LANE,520218782
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,26,LEASON PLACE,520304527
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421635449
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,112-06,64 AVENUE,401814202
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,94,SPANISH COLONY,500434121
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-34,JEWELS ROAD,402631522
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-38,JEWELS ROAD,402631531
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,61-24,61 ROAD,410042555
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,42-16,WEST STREET,410065405
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,218,GARRAYS CIRCLE,500434176
'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,209,ST MARY''S AVENUE,500496260
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,148,NORMA PLACE,500564445
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,434,O''GORMAN AVENUE,500622891
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,822,GREENWOOD COURT,410079098
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Manhattan,435,12 AVENUE,120012850
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,128-71,FORTUNE WAY,421023261
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,50,THE CIRCLE,520138388
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,205,AVIDITA PLACE,520267087
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,194-24,DUNTON AVENUE,421469690
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,8,TUPELO COURT,520273301
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,5,TORRICE LOOP,520291103
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,640,PACIFIC STREET,302365535
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,146-38,PLEASANT PLACE,402507426
'BKN QUEENS EXPRESSWAY' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'BKN QUEENS EXPRESSWAY' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Queens,64-21,BKN QUEENS EXPRESSWAY,402032778
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND TPAD BBL USED, NO EXISTING PAD BBL",Manhattan,106,RANDALLS ISLAND,104862285
'AVENUE ''I''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'AVENUE ''I''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,719,AVENUE ''I'',321546261
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,917,HENDRIX PLACE,310231175
ADDRESS NBR 212-15 REA  HAS AN EMBEDDED BLANK. ADDRESS NBR 212-15 REA  HAS AN EMBEDDED BLANK.,Queens,212-15 REA,94TH AVENUE,421252771
'BRONXWOOD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'BRONXWOOD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,3821,BRONXWOOD,220111279
'ST MARK''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Manhattan,8,ST MARK''S PLACE,104586663
'WATKINS AVE' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'WATKINS AVE' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Brooklyn,480,WATKINS AVE,301370022
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,62-08,HILLMEYER ROAD,421573336
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,1,BELL SLIP,321385498
'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,194,ST MARY''S AVENUE,520356962
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,120,NURSERY PATH,520329190
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,952,BAYSIDE WALK,402103772
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,248-18,SUNRISE HIGHWAY,420602903
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,208,GARRAYS CIRCLE,500434210
'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'O''GORMAN AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Staten Island,412,O''GORMAN AVENUE,500690148
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,15,TALARICO COURT,500749229
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,17,TALARICO COURT,500749256
ADDRESS NUMBER OUT OF RANGE ,Staten Island,163,HUGHES AVENUE,500424702
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,81-10,SHORE PARKWAY,410022390
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,182-25,EASTERN ROAD,410076803
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,824,GREENWOOD COURT,410079187
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,10,PAVILION HILL TERRACE,520104351
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Queens,143-20,ATLANTIC AVENUE,420851929
'AVENUE ''O''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'AVENUE ''O''' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1721,AVENUE ''O'',310199157
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,106,BENEDET CIRCLE,500434247
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,15A,PICARDOS LANE,500434096
'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. JOHN''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,564,ST. JOHN''S PLACE,310233841
'ST MARK''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S PLACE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Manhattan,19,ST MARK''S PLACE,103052713
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1052,EDGEWATER ROAD,201008854
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,415,FOURBERIE LANE,520266630
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,308,PROSPECT AVENUE,520100890
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,256,AVIDITA PLACE,520267862
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,20,MAXMILLAN COURT,520047262
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,131-49,VINTAGE COURT,401647152
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,716,MORSE COURT,401746688
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND TPAD BBL USED, NO EXISTING PAD BBL",Manhattan,20,RANDALLS ISLAND,104718815
THIS STREET HAS NO ADDRESSES ,Queens,21,MAPLE COURT,402134418
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,54,BROOKSIDE LOOP,500403609
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,150-89,CLINTONVILLE COURT,420555517
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,321,FOURBERIE LANE,520266989
